title,url,date,snippet
"#ENDSARS: FRSC decries attack on personnel, operational tools",https://www.vanguardngr.com/2020/10/endsars-frsc-decries-attack-on-personnel-operational-tools/,24-Oct-20,By Theodore Opara The Federal Road Safety Corps (FRSC) has decried incessant attacks on its personnel and operational tools due to the ENDSARS protest ongoing in the country. The Corps Public Education Officer (CPEO) Assistant Corps Marshal Bisi Kazeem disclosed this in an interview with newsmen on Friday in Abuja. It was gathered that the […]
#EndSARS: Niger Govt inaugurates 14-man judicial panel of inquiry,https://www.vanguardngr.com/2020/10/endsars-niger-govt-inaugurates-14-man-judicial-panel-of-inquiry/,24-Oct-20,
EndSARS: Akeredolu lifts curfew as peace returns to Akure,https://www.vanguardngr.com/2020/10/endsars-akeredolu-lifts-curfew-as-peace-returns-to-akure/,23-Oct-20,
"EndSars:We didn’t hoard COVID-19 Palliatives,distribution done in Sequence – Commissioner",https://www.vanguardngr.com/2020/10/endsarswe-didnt-hoard-covid-19-palliativesdistribution-done-in-sequence-commissioner/,23-Oct-20,
"#EndSARS: DPO, one other killed, 5 police stations attacked in Anambra",https://www.vanguardngr.com/2020/10/endsars-dpo-one-other-killed-5-police-stations-attacked-in-anambra/,23-Oct-20,"By Vincent Ujumadu – Awka THE Divisional Police Officer, DPO, in Osumenyi in Nnewi South local government area and the station officer in the division were killed Friday during an attack by suspected hoodlums allegedly protesting on the guise of #EndSARS Other policemen injured during the attack have been taken to hospital for treatment. Police […]"
Christian Lawyers task FG to find killers of EndSARS protesters,https://www.vanguardngr.com/2020/10/christian-lawyers-task-fg-to-find-killers-of-endsars-protesters/,23-Oct-20,"By Ibrahim HassanWuyo The Christian Lawyers Fellowship of Nigeria (CLASFON), has called on the federal government to fish out those responsible for the killing of EndSARS protesters across the country, especially in Lekki Area of Lagos and bring them to justice. In a statement jointly signed by CLASFON President, Mr. Arome M. Okwori and the […]"
"#EndSars: We didn’t hoard COVID-19 palliatives, distribution done in sequence ― Commisioner",https://www.vanguardngr.com/2020/10/endsars-we-didnt-hoard-covid-19-palliatives-distribution-done-in-sequence-%e2%80%95-commisioner/,23-Oct-20,"Says invoices can be sighted by anyone By Ike Uchechukwu – Calabar following report that COVID-19 palliatives were hoarded by the Cross River State government, the Commissioner for Humanity & Social Welfare, Mrs Blessing Egbara, has disclosed that the distribution was done in sequence as it was not a one-off exercise Recall that hoodlums, residents […]"
#EndSARS: Govts’ response indicates Nigerian youths’ future under threat — ASUU,https://www.vanguardngr.com/2020/10/endsarsgovts-poor-response-indication-that-nigerian-youths-future-under-threat-asuu/,23-Oct-20,
"IGP, House Committee on police affairs meet over #ENDSARS protests",https://www.vanguardngr.com/2020/10/igp-house-committee-on-police-affairs-meet-over-endsars-protests/,23-Oct-20,
#EndSARS: Ikpeazu inaugurates Judicial Panel of Inquiry,https://www.vanguardngr.com/2020/10/endsars-ikpeazu-inaugurates-judicial-panel-of-inquiry/,23-Oct-20,
"#EndSARS: Hoodlums set Chronicle Newspapers, SEMA ablaze in Calabar [VIDEO]",https://www.vanguardngr.com/2020/10/endsars-hoodlums-set-chronicle-newspapers-sema-ablaze-in-calabar-video/,23-Oct-20,
"#EndSARS: PDP suspends political, electioneering activities",https://www.vanguardngr.com/2020/10/endsars-pdp-suspends-political-electioneering-activities/,23-Oct-20,
"#EndSARS protests: Calm, normalcy gradually return to Lagos",https://www.vanguardngr.com/2020/10/endsars-protests-calm-normalcy-gradually-return-to-lagos/,23-Oct-20,
"#EndSARS: Event of past week, deeply troubling — Fayemi",https://www.vanguardngr.com/2020/10/endsars-event-of-past-week-deeply-troubling-fayemi/,23-Oct-20,
"#EndSARS Protest: FG’s police reform, game changer to end impunity — Osinbajo",https://www.vanguardngr.com/2020/10/endsars-protest-fgs-police-reform-game-changer-to-end-impunity-osinbajo/,23-Oct-20,
EndSars: Southwest Reps condemn attack on region’s infrastructure,https://www.vanguardngr.com/2020/10/endsars-southwest-reps-condemn-attack-on-regions-infrastructure/,23-Oct-20,
"How #EndSARS protest was hijacked, misdirected, Buhari tells ex-Nigerian leaders",https://www.vanguardngr.com/2020/10/how-endsars-protest-was-hijacked-misdirected-buhari-tells-ex-nigerian-leaders/,23-Oct-20,"President Muhammadu Buhari has described as unfortunate the way and manner the initial genuine and well-intended protest of youths in parts of the country against the Special Anti-Robbery Squad (SARS) was hijacked and misdirected.   A statement by Mr Femi Adesina, the Special Adviser to the President on Media and Publicity, said Buhari stated this […]"
"Obasanjo, Gowon, Abubakar, Jonathan, IBB, others commend Buhari’s speech",https://www.vanguardngr.com/2020/10/obasanjo-gowon-abubakar-jonathan-ibb-others-commend-buharis-speech/,23-Oct-20,"Former Heads of State, Friday commended President Muhammadu Buhari, for addressing Nigerians yesterday. Buhari had Thursday night addressed Nigerians over the lingering #ENDSARS protests, advising youths to discontinue with their campaign. In his speech Buhari vowed to preserve the unity of the country and improve good governance and democratic process. “Let me at this point […]"
#EndSARS protests: Police deploy personnel across Benue,https://www.vanguardngr.com/2020/10/endsars-protests-police-deploy-personnel-across-benue/,23-Oct-20,
"EndSARS: PDP puts all political, electioneering activities on hold",https://www.vanguardngr.com/2020/10/endsars-pdp-puts-all-political-electioneering-activities-on-hold/,23-Oct-20,
"#EndSARS: I won’t allow miscreants, criminals perpetrate acts of hooliganism — Buhari",https://www.vanguardngr.com/2020/10/endsars-i-wont-allow-miscreants-criminals-perpetrate-acts-of-hooliganism-buhari/,23-Oct-20,
EndSARS: Babogha urges youths to end protest,https://www.vanguardngr.com/2020/10/endsars-babogha-urges-youths-to-end-protest/,23-Oct-20,
"#EndSARS: Okowa’s aide averts crisis between protesters, Army in Warri",https://www.vanguardngr.com/2020/10/endsars-okowas-aide-averts-crisis-between-protesters-army-convoy-in-warri/,23-Oct-20,
"EndSARS: Buhari’s address, disappointing — Reps Minority Caucus",https://www.vanguardngr.com/2020/10/endsars-buharis-address-disappointing-reps-minority-caucus/,23-Oct-20,
"#EndSARS Protests: I won’t allow miscreants, criminals perpetrate acts of hooliganism – Buhari",https://www.vanguardngr.com/2020/10/endsars-protests-i-wont-allow-miscreants-criminals-perpetrate-acts-of-hooliganism-buhari/,23-Oct-20,
#EndSARS: IPMAN fears fuel scarcity as suspected hoodlums burn 10 petroleum trucks,https://www.vanguardngr.com/2020/10/endsars-ipman-fears-fuel-scarcity-as-suspected-hoodlums-burn-10-petroleum-trucks/,23-Oct-20,
"EndSARS: Army, others intensify patrol over violence in A’Ibom",https://www.vanguardngr.com/2020/10/endsars-army-others-intensify-patrol-over-violence-in-aibom/,23-Oct-20,
EndSARS protests: Methodist Bishop sues for peace,https://www.vanguardngr.com/2020/10/endsars-protests-methodist-bishop-sues-for-peace/,23-Oct-20,"By Ugochukwu Alaribe   UMUAHIA-As the #EndSARS protests turn violent in different parts of the country, a Methodist Bishop, Dr. Sunday Onuoha has called on the demonstrating youths not to take the laws into their own hands.   Speaking in Umuahia during a virtual media training with the theme, “Communicating peace during COVID-19 crisis”, organized […]"
PJAN Chairman condemns attacks on photojournalists by hoodlums,https://www.vanguardngr.com/2020/10/pjan-chairman-condemns-attacks-on-photojournalists-by-hoodlums/,23-Oct-20,"Photojournalists Association of Nigeria (PJAN) Lagos Chapter has condemned attacks on its members by hoodlums in the ongoing ENDSARS protest in Lagos. In a statement signed by the Chairman, Photojournalists Association of Nigeria (PJAN)Lagos Chapter, Mr Kola Olasupo States that two of our members from The Nation Newspapers, Deputy Photo Editor, Comrade Isaac Jimoh Ayodele […]"
15 CSOs warn against attempt to pass social media bill into law,https://www.vanguardngr.com/2020/10/15-csos-warn-against-attempt-to-pass-social-media-bill-into-law/,23-Oct-20,"…say may trigger another #EndSARS-like protest By Gabriel Ewepu ABUJA-ANOTHER round of protest may hit the streets as 15 Civil Society Organisations, CSOs, Friday, warned that any attempt to pass the social media bill into law could led to spontaneous protest similar to the ongoing #EndSARS protest. This was in a statement signed by leaders […]"
VIDEO: Residents storm palliatives warehouse in Ilorin,https://www.vanguardngr.com/2020/10/residents-storm-palliatives-warehouse-in-ilorin/,23-Oct-20,"By Demola Akinyemi, Ilorin Smarting from a recent incident in Lagos, whereby residents stormed a warehouse to cart away COVID-19 palliatives, some Ilorin residents on Friday, stormed Covid-19 food palliatives warehouse located at the Ilorin cargo terminal of the Ilorin International Airport to cart away food items kept inside. ALSO READ: How ENDSARS protests was hijacked, […]"
#EndSARS: EEDC raises alarm over disruption of its operations in southeast zone,https://www.vanguardngr.com/2020/10/endsars-eedc-raises-alarm-over-disruption-of-its-operations-in-southeast-zone/,23-Oct-20,
"How ENDSARS protests was hijacked, misdirected Buhari tells Former heads of state",https://www.vanguardngr.com/2020/10/how-endsars-protests-was-hijacked-misdirected-buhari-tells-former-heads-of-state/,23-Oct-20,
#EndSARS protests: Enugu panel of inquiry commences work,https://www.vanguardngr.com/2020/10/endsars-protests-enugu-panel-of-inquiry-commences-work/,23-Oct-20,
Naomi Campbell calls out Facebook on #ENDSARS posts censorship,https://www.vanguardngr.com/2020/10/naomi-campbell-calls-out-facebook-on-endsars-posts-censorship/,23-Oct-20,
Gov. Emmanuel extends curfew as #EndSARS protest turns violent,https://www.vanguardngr.com/2020/10/gov-emmanuel-extends-curfew-as-endsars-protest-turns-violent/,23-Oct-20,
"FCT youths deny harassing EndSARS protesters, pledge to join peaceful movement",https://www.vanguardngr.com/2020/10/fct-youths-deny-harassing-endsars-protesters-pledge-to-join-peaceful-movement/,23-Oct-20,
"Take break, allow govt to address your demands – EndSARS protesters told",https://www.vanguardngr.com/2020/10/take-break-allow-govt-to-address-your-demands-endsars-protesters-told/,23-Oct-20,
#EndSARS:South East group asks leaders to caution Nnamdi Kanu over inciting statements,https://www.vanguardngr.com/2020/10/endsarssouth-east-group-asks-leaders-to-caution-nnamdi-kanu-over-inciting-statements/,23-Oct-20,
#EndSARS: Inaction of Buhari’s appointees exposing him to unfair criticisms – PGF DG,https://www.vanguardngr.com/2020/10/endsars-inaction-of-buharis-appointees-exposing-him-to-unfair-criticisms-pgf-dg/,23-Oct-20,
"#EndSARS: NUJ calls for restraint, insists on dialogue",https://www.vanguardngr.com/2020/10/endsars-nuj-calls-for-restraint-insists-on-dialogue/,23-Oct-20,"The Nigerian Union of Journalists, Enugu State Chapter has called on youths and security operatives to exercise restraint to allow government find a lasting solution to the challenges brought about by the #EndSARS protests. The Caretaker Chairman of the union in the state, Comrade Chinedu Adonu in a statement issued to journalists in Enugu on […]"
‘Let us  not allow #EndSARS’ anger to destroy our country’,https://www.vanguardngr.com/2020/10/let-us-not-allow-endsars-anger-to-destroy-our-country/,23-Oct-20,"The Global Peace Foundation of Nigeria (GPFN), an NGO, has appealed to Nigerians not to allow the EndSARS protest destroy the unity and peace of the country. The Country Director of GPFN, Rev.  John Hayab, made the appeal in a statement on Friday in Kaduna. Hayab said that the protests had attracted a lot of […]"
#ENDSARS: Olakunle Churchill sues for peace in Ondo,https://www.vanguardngr.com/2020/10/endsars-olakunle-churchill-sues-for-peace-in-ondo/,23-Oct-20,"…calls on IGP to intervene speedily Dr. Churchill Olakunle,  renowned philanthropist and enterpreneur, has joined the protest against bad governance and police brutality in Nigeria, calling on youths to relax their anger in agitating for good governance. Churchill Olakunle who is the founder of Big Church Group, made the statement few hours ago, while reacting […]"
#EndSARS protests: NSCDC deploys 1500 personnel to guard national assets in Lagos,https://www.vanguardngr.com/2020/10/endsars-protests-nscdc-deploys-1500-personnel-to-guard-national-assets-in-lagos/,23-Oct-20,"The Nigeria Security and Civil Defence Corps (NSCDC) has deployed over 1,500 personnel to guard all national assets and critical infrastructures within Lagos state. The Commandant, NSCDC, Lagos State Command, Mr Paul Ayeni, told the Newsmen in Lagos on Friday, that the directive came from the Commandant -General (CG) of NSCDC, Abdullahi Gana. Ayeni said […]"
"#EndSARS: Banks, commercial activities shut at Nsukka over security threat",https://www.vanguardngr.com/2020/10/endsars-banks-commercial-activities-shut-at-nsukka-over-security-threat/,23-Oct-20,
SONPED urges #EndSARS protesters to embrace peace for meaningful development,https://www.vanguardngr.com/2020/10/sonped-urges-endsars-protesters-to-embrace-peace-for-meaningful-development/,23-Oct-20,
"#EndSARS: South-East Governors, Igbo leaders call for calm, peace",https://www.vanguardngr.com/2020/10/endsars-south-east-governors-igbo-leaders-call-for-calm-peace/,23-Oct-20,
"Sheathe sword, embrace peace, Aseyin urges EndSARS protesters",https://www.vanguardngr.com/2020/10/sheathe-sword-embrace-peace-aseyin-urges-endsars-protesters/,23-Oct-20,
#EndSARS: Umahi begs youths to forgive country’s leaders,https://www.vanguardngr.com/2020/10/endsars-umahi-begs-youths-to-forgive-countrys-leaders/,23-Oct-20,
"#EndSARS: Please stay indoor, we are patrolling to ensure safety ― Lagos Police",https://www.vanguardngr.com/2020/10/endsars-please-stay-indoor-we-are-patrolling-to-ensure-safety-%e2%80%95-lagos-police/,23-Oct-20,
#ENDSARS: Ishiekwene urges protesters to obey curfew in Delta,https://www.vanguardngr.com/2020/10/endsars-ishiekwene-urges-protesters-to-obey-curfew-in-delta/,23-Oct-20,
Forgive our leaders – Umahi begs #EndSARS protesters,https://www.vanguardngr.com/2020/10/forgive-our-leaders-umahi-begs-endsars-protesters/,23-Oct-20,
"ENDSARS: NGO condoles with victims, families",https://www.vanguardngr.com/2020/10/endsars-ngo-condoles-with-victims-families/,23-Oct-20,"…. We are watching keenly on the outcome By Ebunoluwa Sessou A non-governmental, Catalyst Men Network Int’l has said, it is keenly watching all the unfolding scenarios in and outside Lagos regarding the #EndSARS protests which transmute to #Endlife mayhems. In a statement released to Vanguard,  Dayo Adeyemi, team Lead, Catalyst Men Network Int’l, commiserates […]"
"Sunday Igboho frowns at Lekki crisis, calls for calm among youths",https://www.vanguardngr.com/2020/10/sunday-igboho-frowns-at-lekki-crisis-calls-for-calm-among-youths/,23-Oct-20,"AN advocate of youths, a businessman of international repute and founder/Chief Executive Officer, Itesiwaju Oodua Foundation (IOF), Chief Sunday Adeniyi Adeyemo popularly known as Sunday Igboho, has called for calm among the youths as the EndSARS protests have now gone haywire. Adeyemo, in a statement made available to journalists on Friday, noted that it is […]"
#EndSARS: Obaseki promises 60% youths representation in new cabinet,https://www.vanguardngr.com/2020/10/endsars-obaseki-promises-60-youths-representation-in-new-cabinet/,23-Oct-20,"Governor Godwin Obaseki of Edo has assured youths in the state of 60 per cent representation in his new cabinet as part of his administration’s efforts to redress their grievances. Obaseki gave the assurance on Thursday when he held an interactive meeting with youth groups at the Government House, Benin. He described the Edo protest […]"
#EndSARS: Plateau judicial panel on police calls for submission of complaints,https://www.vanguardngr.com/2020/10/endsars-plateau-judicial-panel-on-police-calls-for-submission-of-complaints/,23-Oct-20,"The Judicial Inquiry to investigate Police Brutality and other related extrajudicial killings in Plateau has called for the submission of complaints to commence its assignments. In a statement by the Secretary of the panel, Mr Cornelius Shobial, in Jos, the body invited the general public to submit ten copies of memoranda to the panel. “Consequently, […]"
#EndSARS Protests: PDP directs half-flown party’s flag nationwide,https://www.vanguardngr.com/2020/10/endsars-protests-pdp-directs-half-flown-partys-flag-nationwide/,23-Oct-20,
#EndSARS: Feminist Coalition directs youths to stay home,https://www.vanguardngr.com/2020/10/endsars-feminist-coalition-directs-youths-to-stay-home/,23-Oct-20,
"#ENDSARS: Sanwo-Olu inspects damaged property, sues for calm",https://www.vanguardngr.com/2020/10/endsars-sanwo-olu-inspects-damaged-properties-sues-for-calm/,23-Oct-20,
#EndSARS Protest in Ondo: Irate youths set school shuttle buses on fire,https://www.vanguardngr.com/2020/10/endsars-protest-in-ondo-irate-youths-set-school-shuttle-buses-on-fire/,23-Oct-20,
#EndSARS protest: Ogun warns against looting and vandalism,https://www.vanguardngr.com/2020/10/endsars-protest-ogun-warns-against-looting-and-vandalism/,23-Oct-20,
#EndSARS: Oyetola suspends curfew,https://www.vanguardngr.com/2020/10/endsars-oyetola-suspends-curfew/,23-Oct-20,
#ENDSARS: Kwara govt raises alarm over planned attacks on public properties,https://www.vanguardngr.com/2020/10/endsars-kwara-govt-raises-alarm-over-planned-attacks-on-public-properties/,23-Oct-20,
#EndSARS: Sanwo-Olu’s cross and the meaning of Lekki Toll Gate,https://www.vanguardngr.com/2020/10/endsars-sanwo-olus-cross-and-the-meaning-of-lekki-toll-gate/,23-Oct-20,
#EndSARS: Between Sòròsókè and ‘off-the-mic’ generations,https://www.vanguardngr.com/2020/10/endsars-between-sorosoke-and-off-the-mic-generations/,23-Oct-20,"By Oludayo Tade Sòròsókè(speak louder), represents agency activation of voice to know the unknown, clarify a confused state and challenge negligence, right denial and injustice. On the flip side is ‘off-the-mic’, a tactical strategy to conceal the truth, ignore a genuine concern, silent opposition, frame constructive criticism as ‘corruption is fighting back’ and tyrannise being […]"
#ENDSARS: President Muhammadu Buhari goofed — PANDEF,https://www.vanguardngr.com/2020/10/endsars-president-muhammadu-buhari-goofed-pandef/,23-Oct-20,"By Emma Amaize Pan Niger Delta Forum, PANDEF, has said President Muhammadu Buhari’s address to the nation on the #EndSARS protests was largely rhetoric, placid, and disappointing. National Publicity Secretary of the regional group, Hon Ken Robinson, in a statement, stated: “While Mr. President finally heeded calls for him to address the nation on the […]"
Black Tuesday at Lekki toll-gate,https://www.vanguardngr.com/2020/10/black-tuesday-at-lekki-toll-gate/,23-Oct-20,"Tuesday, October 20, 2020 will forever be remembered as the day that armed soldiers were unleashed on peaceful #EndSARS at the Lekki Toll Plaza, killing and injuring yet-to-be-specified numbers of young men and women. Governor Babajide Sanwo-Olu had announced a 24-hour curfew, starting from 4.00pm that day. The curfew deadline was later shifted to 9.00pm. […]"
"#EndSARS: Northern Governors sue for peace, condemn violence",https://www.vanguardngr.com/2020/10/endsars-northern-governors-sue-for-peace-condemn-violence/,23-Oct-20,"The Northern States Governors’ Forum has expressed concern that the ongoing protests have been taken over by hooligans, ethnoreligious bigots, and political marauders bent on destroying the country. A communique signed by its Chairman and Governor of Plateau, Mr Simon Lalong, said Nigerians must unite against the “diabolical influencers”, and ensure peaceful coexistence in the […]"
US to Nigeria: Prosecute those involved in shooting of #EndSARS protesters,https://www.vanguardngr.com/2020/10/us-to-nigeria-prosecute-those-involved-in-shooting-of-endsars-protesters/,23-Oct-20,
#ENDSARS: Buhari’s Presidential Broadcast (FULL VIDEO),https://www.vanguardngr.com/2020/10/endsars-buharis-presidential-broadcast-full-video/,23-Oct-20,
"#EndSARS: Give victims with injuries immediate free treatment,  FG tells tertiary hospitals",https://www.vanguardngr.com/2020/10/endsars-give-victims-with-injuries-immediate-free-treatment-fg-tells-tertiary-hospitals/,23-Oct-20,
#EndSars: Pray against civil war – Prophet Fufeyin tells Nigerians,https://www.vanguardngr.com/2020/10/endsars-pray-against-civil-war-prophet-fufeyin-tells-nigerians/,23-Oct-20,
#EndSARS protests: Violence continues as Buhari sues for peace,https://www.vanguardngr.com/2020/10/endsars-protests-violence-continues-as-buhari-sues-for-peace/,23-Oct-20,
One of the #EndSARS protesters at the Lekki Tollgate with bullet wounds speaks,https://www.vanguardngr.com/2020/10/one-of-the-endsars-protesters-at-the-lekki-tollgate-with-bullet-wounds-speaks/,23-Oct-20,
"Edo govt reviews 24-hour curfew, now 4 p.m to 6 a.m",https://www.vanguardngr.com/2020/10/edo-govt-reviews-24-hour-curfew-now-4-p-m-to-6-a-m/,23-Oct-20,"Edo Government has reviewed the 24-hour curfew earlier imposed in the state on Monday, to check hijack of the #ENDSARS protests by hoodlums. A statement by Mr Crusoe Osagie, Special Adviser on Media and Communications Strategy to Gov. Godwin Obaseki announced this in a statement on Thursday in Benin. According to the statement, the curfew […]"
#EndSARS: INEC postpones Oct 31 bye-elections,https://www.vanguardngr.com/2020/10/endsars-inec-postpones-oct-31-bye-elections/,23-Oct-20,"By Omeiza Ajayi – Abuja The Independent National Electoral Commission INEC has postponed the 15 bye-elections earlier slated for October 31 in the aftermath of the #EndSARS protest which had seen hoodlums hijacking the agitations to wreak havoc across the nation. Although INEC did not announce a new date, the commission said it would meet […]"
#EndSARS protests: MAMA Centre condemns diversion of COVID-19 palliatives,https://www.vanguardngr.com/2020/10/endsars-protests-mama-centre-condemns-diversion-of-covid-19-palliatives/,23-Oct-20,
Akwa Ibom imposes curfew after escalation of #EndSARS protest,https://www.vanguardngr.com/2020/10/akwa-ibom-imposes-curfew-after-escalation-of-endsars-protest/,23-Oct-20,
"#EndSARS Protest: NMA urges FG, States to protect lives, properties",https://www.vanguardngr.com/2020/10/endsars-protest-nma-urges-fg-states-to-protect-lives-properties/,23-Oct-20,
[NEWS ANALYSIS] #EndSARS: Total Paralysis as fires of fury ground Lagos (VIDEO),https://www.vanguardngr.com/2020/10/news-analysis-endsars-total-paralysis-as-fires-of-fury-ground-lagos-video/,23-Oct-20,
EndSARS: Listening to President Buhari from a hater’s perspective,https://www.vanguardngr.com/2020/10/endsars-listening-to-president-buhari-from-a-haters-perspective/,23-Oct-20,
#ENDSARS Protest:I’m pained that innocent lives have been lost – Buhari,https://www.vanguardngr.com/2020/10/endsars-protestim-pained-that-innocent-lives-have-been-lost-buhari/,23-Oct-20,
"#EndSARS Fake News: Nigerians in Diaspora seek withdrawal of statements by the United Nations, US",https://www.vanguardngr.com/2020/10/endsars-fake-news-nigerians-in-diaspora-seek-withdrawal-of-statements-by-the-united-nations-us/,23-Oct-20,"The Nigerians in Diaspora Monitoring Group (NDMG), Ohio, United States, have called on the United Nation, United States, United Kingdom and other nations to withdraw their statements that appeared to taunt the Nigerian government over the Lekki tollgate shooting. With overwhelming evidence now rubbishing supposed massacre in Lagos State, the NDMG said it is logical […]"
#NigerianWomenArise to Condemn Killings of Peaceful #ENDSARS Protesters,https://www.vanguardngr.com/2020/10/nigerianwomenarise-to-condemn-killings-of-peaceful-endsars-protesters/,23-Oct-20,"Background This statement is a summary of the zoom meeting organised by the Feminist Womanifesto under the #Nigerianwomenarise. Over 1400 women registered for the webinar with the aim of discussing the recent development in the country, particularly the killings of innocent unarmed youths’ protesters by law enforcement agents across the country. The webinar was attended […]"
"#FixPolitics condemns military attacks on #EndSARS protesters, calls for restraint",https://www.vanguardngr.com/2020/10/fixpolitics-condemns-military-attacks-on-endsars-protesters-calls-for-restraint/,23-Oct-20,"#FixPolitics has condemned the shooting of peaceful protesters across the nation on Tuesday, resulting in the reported death of citizens with many more wounded. The group, therefore, asked President Muhammadu Buhari to immediately restrain the soldiers and police deployed against the defenceless protesters exercising their civic rights. It also demanded justice for victims of the […]"
"Edo govt reviews 24-hour curfew, now 4 pm to 6 am",https://www.vanguardngr.com/2020/10/edo-govt-reviews-24-hour-curfew-now-4-pm-to-6-am/,23-Oct-20,"Edo Government has reviewed the 24-hour curfew earlier imposed in the state on Monday, to check hijack of the #ENDSARS protests by hoodlums. A statement by Mr Crusoe Osagie, Special Adviser on Media and Communications Strategy to Gov. Godwin Obaseki announced this in a statement on Thursday in Benin. According to the statement, the curfew […]"
"#EndSARS: Probe Lekki shootings, women coalition urges Buhari",https://www.vanguardngr.com/2020/10/endsars-probe-lekki-shootings-women-coalition-urges-buhari/,22-Oct-20,
#EndSARS protest: Board chairman condemns burning of NPA building,https://www.vanguardngr.com/2020/10/endsars-protest-board-chairman-condemns-burning-of-npa-building/,22-Oct-20,
#EndSARS: Nigerians react as Buhari ignores Lekki Tollgate shooting in his nationwide broadcast,https://www.vanguardngr.com/2020/10/endsars-nigerians-react-as-buhari-ignores-lekki-tollgate-shooting-in-his-nationwide-broadcast/,22-Oct-20,
ENDSARS: WIMBIZ describes killing as barbaric,https://www.vanguardngr.com/2020/10/endsars-wimbiz-describes-killing-as-barbaric/,22-Oct-20,
#EndSARS Protest: We won’t allow anyone disrupt Nigeria’s peace— Buhari,https://www.vanguardngr.com/2020/10/endsars-protest-we-wont-allow-anybody-to-disrupt-peace-of-our-nation-buhari/,22-Oct-20,
#EndSARS Protests: INEC postpones October 31 by-elections,https://www.vanguardngr.com/2020/10/endsars-protests-inec-postpones-october-31-by-elections/,22-Oct-20,
#EndSARS Protest in Ondo: Four suspected arsonists arrested,https://www.vanguardngr.com/2020/10/endsars-protest-in-ondo-four-suspected-arsonists-arrested/,22-Oct-20,"— Name alleged sponsors By Dayo Johnson FOUR suspected arsonists have been arrested in connection with the burnt campaign office of Governor Rotimi Akeredolu in Akure, the Ondo state capital. Reports had it that they have made useful statements to the military. Reliable sources told newsmen in Akure that “some politicians have gone underground as […]"
"Buhari lists achievements, silent on Lekki Tollgate killings",https://www.vanguardngr.com/2020/10/buhari-lists-achievements-silent-on-lekki-tollgate-killings/,22-Oct-20,"President Muhammadu Buhari has listed the things his government had achieved, their plans for the welfare of Nigerians and security, but said nothing about the Lekki Tollgate massacre of peaceful #EndSARS protesters by soldiers in Lagos on Tuesday."
#EndSARS: A good girl shouldn’t be afraid to say her mind,https://www.vanguardngr.com/2020/10/endsars-a-good-girl-shouldnt-be-afraid-to-say-her-mind/,22-Oct-20,
EndSARS:Viral nature a confirmation Media/ICT is our future – Akparanta,https://www.vanguardngr.com/2020/10/endsarsviral-nature-a-confirmation-media-ict-is-our-future-akparanta/,22-Oct-20,
"#EndSARS: Despite the setback, Nigeria will be great again – Edo community leader",https://www.vanguardngr.com/2020/10/endsars-despite-the-setback-nigeria-will-be-great-again-edo-community-leader/,22-Oct-20,
#EndSARS: Ogun judicial panel of investigation calls for complaints,https://www.vanguardngr.com/2020/10/endsars-ogun-judicial-panel-of-investigation-calls-for-complaints/,22-Oct-20,
"#EndSARS: Obaseki meets with youth groups, reviews curfew",https://www.vanguardngr.com/2020/10/endsars-obaseki-meets-with-youth-groups-reviews-curfew/,22-Oct-20,
32 CSOs sign for prosecution of killers of #EndSARS protesters,https://www.vanguardngr.com/2020/10/32-csos-sign-for-prosecution-of-killers-of-endsars-protesters/,22-Oct-20,
EndSARS: Reps demand for emergency session,https://www.vanguardngr.com/2020/10/endsars-reps-demand-for-emergency-session/,22-Oct-20,
African Union urges FG to dialogue with #EndSARS protesters,https://www.vanguardngr.com/2020/10/african-union-urges-fg-to-dialogue-with-endsars-protesters/,22-Oct-20,
EndSARS Protests: PDP advises FG to set up independent panel,https://www.vanguardngr.com/2020/10/endsars-protests-pdp-advises-fg-to-set-up-independent-panel/,22-Oct-20,
#EndSARS: Ogun set to prosecute four police officers for murder,https://www.vanguardngr.com/2020/10/endsars-ogun-set-to-prosecute-four-police-officers-for-murder/,22-Oct-20,
"#EndSARS: FCT Police arrest hoodlums, as Minister sets up compensation panel",https://www.vanguardngr.com/2020/10/endsars-fct-police-arrest-hoodlums-as-minister-sets-up-compensation-panel/,22-Oct-20,
#EndSARS protests hijacked — Lagos Reps,https://www.vanguardngr.com/2020/10/endsars-protests-hijacked-lagos-reps/,22-Oct-20,
"#EndSARS: Set up assets recovery panel, HURIWA charges Buhari",https://www.vanguardngr.com/2020/10/endsars-set-up-assets-recovery-panel-huriwa-charges-buhari/,22-Oct-20,
#EndSARS Protest: Buhari to address Nigerians by 7pm today,https://www.vanguardngr.com/2020/10/endsars-protest-buhari-to-address-nigerians-by-7pm-today/,22-Oct-20,
#EndSARS Protest : Southwest govs raise alarm over external infiltration,https://www.vanguardngr.com/2020/10/endsars-protest-southwest-govs-raise-alarm-over-external-infiltration/,22-Oct-20,"By Dayo Johnson, Akure South West Governors have raised the alarm of external infiltration in the destruction and carnage in the region under the guise of #EndSARS protest. Chairman South West Governor’s Forum and Ondo state governor, Rotimi Akeredolu in a statement in Akure expressed concern over the hijack of the protest ” by some […]"
